Unnamed: 0,term_name,negative_log10_of_adjusted_p_value,term_id,metabolism,lipid_metabolism,mitochondrial_energy,redox_metabolism,cell_death,cell_killing,immune,transcription,translation,signaling,transport,development_structure,neuronal,best_category,confidence
354,negative regulation of apoptotic process,2.28774247541401,GO:0043066,0.32105902,0.24842104,0.2478976,0.25979355,0.5501457,0.30398792,0.21782136,0.33257392,0.2441765,0.3741197,0.24898116,0.2698041,0.21013612,cell_death,0.17602599
355,plasma membrane invagination,2.25995488299818,GO:0099024,0.13182163,0.18604624,0.21340719,0.05733639,0.22013666,0.14944752,0.13381585,-0.01945186,0.11709321,0.10379112,0.50689477,0.20206645,0.15197173,transport,0.28675812
356,positive regulation of interleukin-8 production,2.25995488299818,GO:0032757,0.2747447,0.3004625,0.22355103,0.28918496,0.34038347,0.35059005,0.56659305,0.358912,0.23771103,0.33751976,0.14494377,0.24374354,0.15904203,immune,0.20768106
357,response to endogenous stimulus,2.23025479390907,GO:0009719,0.0623859,0.05304394,0.05966305,0.043053113,0.08492751,0.081664026,0.13379167,0.07541892,0.01869468,0.23467687,0.026798483,0.03194012,0.23622258,neuronal,0.0015457124
358,"complement activation, classical pathway",2.22589497415965,GO:0006958,0.29069436,0.22564691,0.19167943,0.24153395,0.3151706,0.4245936,0.3943527,0.32706782,0.31784678,0.40645933,0.26964718,0.24111107,0.2577769,cell_killing,0.018134266
359,alpha-beta T cell activation,2.22248129861093,GO:0046631,0.17369343,0.16426721,0.09371791,0.12454223,0.3063078,0.3408711,0.38713658,0.3050148,0.32956702,0.3665552,0.20190674,0.35686177,0.23821504,immune,0.020581365
360,regulation of macrophage activation,2.20853428765903,GO:0043030,0.32771417,0.351721,0.23258303,0.23337385,0.39149952,0.37658665,0.5727,0.4084448,0.24853303,0.46660835,0.25887105,0.3953036,0.21506375,immune,0.10609168
361,positive regulation of leukocyte differentiation,2.20192456581434,GO:1902107,0.1867624,0.25370744,0.14091091,0.20766407,0.3386826,0.4460474,0.6017511,0.3826012,0.17986779,0.3605691,0.29222178,0.45005262,0.2535571,immune,0.15169847
362,positive regulation of hemopoiesis,2.20192456581434,GO:1903708,0.22454128,0.23905769,0.21877974,0.2972216,0.38206336,0.31732526,0.4317587,0.29430038,0.16087109,0.3094337,0.22935426,0.3480348,0.24580778,immune,0.049695343
363,ERK1 and ERK2 cascade,2.17421490642368,GO:0070371,0.062271003,0.07255513,0.14168143,0.057476766,0.1915032,0.0919289,0.14540529,0.16765885,0.17045325,0.39383012,0.1499961,0.11961843,0.16399366,signaling,0.20232692
364,regulation of microglial cell activation,2.16091375106442,GO:1903978,0.20761609,0.2950362,0.21118708,0.25172317,0.37012786,0.30202127,0.564542,0.3395555,0.116647124,0.45849377,0.23015606,0.32665622,0.4304961,immune,0.10604823
365,positive regulation of inflammatory response to antigenic stimulus,2.16091375106442,GO:0002863,0.11907509,0.17007887,0.0955064,0.16811743,0.27702242,0.36945263,0.63519055,0.2608729,0.1926887,0.4329614,0.19305873,0.20334588,0.19719136,immune,0.20222914
366,regulation of plasminogen activation,2.16091375106442,GO:0010755,0.24949713,0.29615998,0.20387962,0.2468304,0.3190484,0.19489801,0.38754293,0.39009047,0.25430447,0.44446558,0.21935982,0.30261767,0.2896669,signaling,0.054375112
367,regulation of inflammatory response to antigenic stimulus,2.14958649424741,GO:0002861,0.16559339,0.2025077,0.09183281,0.18266648,0.2614746,0.36823958,0.6607759,0.29206645,0.20222676,0.44486964,0.22220135,0.23364119,0.19502136,immune,0.21590626
368,gliogenesis,2.1437528795396,GO:0042063,0.29554328,0.24255067,0.23164815,0.19478175,0.3506676,0.09809506,0.11391086,0.1719055,0.1959553,0.27470672,0.21409056,0.38078338,0.4166599,neuronal,0.035876513
369,negative regulation of immune effector process,2.11788860713967,GO:0002698,0.18293598,0.18882866,0.13590772,0.23104402,0.3625021,0.4363259,0.55307806,0.34523517,0.1910424,0.37055597,0.19975382,0.20374376,0.1893019,immune,0.11675215
370,toll-like receptor 4 signaling pathway,2.10898386469123,GO:0034142,0.14610466,0.21557191,0.142837,0.20040348,0.32758397,0.27481484,0.47489476,0.25583166,0.22559433,0.42878005,0.19724375,0.23594481,0.18760808,immune,0.046114713
371,multicellular organismal-level homeostasis,2.10776641351708,GO:0048871,0.44307005,0.3261389,0.31152776,0.31355497,0.47032458,0.28161377,0.40419424,0.36956766,0.24142343,0.49021623,0.27995053,0.44475886,0.3043532,signaling,0.01989165
372,actin cytoskeleton organization,2.08956616333967,GO:0030036,0.22701105,0.15716997,0.1564387,0.15016451,0.29771513,0.18857989,0.22628036,0.24779947,0.3016011,0.2767738,0.37501937,0.55560595,0.2935696,development_structure,0.18058658
373,lymphocyte activation involved in immune response,2.08121574136308,GO:0002285,0.16167474,0.13486871,0.096413285,0.14050806,0.3049567,0.5855689,0.71316266,0.2217848,0.19770987,0.33483392,0.18929383,0.28059292,0.084602915,immune,0.12759376
374,chemokine-mediated signaling pathway,2.06076737463074,GO:0070098,0.34183463,0.24686754,0.17845939,0.20853701,0.41007382,0.34619826,0.524099,0.29984027,0.22531162,0.5732929,0.2429416,0.25670055,0.22333318,signaling,0.04919392
375,microglial cell activation involved in immune response,2.04305298957866,GO:0002282,0.15064687,0.19587205,0.14895076,0.21635717,0.34082726,0.38646978,0.65316653,0.16895571,0.059163526,0.38565195,0.1815248,0.25463086,0.33992526,immune,0.26669675
376,positive regulation of complement activation,2.04305298957866,GO:0045917,0.16796437,0.16282968,0.1192449,0.17497289,0.2629389,0.4042967,0.39590538,0.3389853,0.23625529,0.37644273,0.1987378,0.21241921,0.22442554,cell_killing,0.008391321
377,cellular response to metal ion,2.03885990632964,GO:0071248,0.29768634,0.18025824,0.31264746,0.28879118,0.27322808,0.23430723,0.34760565,0.12295903,0.16779761,0.26973522,0.38972074,0.28772905,0.202777,transport,0.042115092
378,regulation of metal ion transport,2.03550700780269,GO:0010959,0.26456887,0.24384567,0.32951492,0.25552183,0.13208094,0.09282271,0.26283437,0.2443462,0.20670062,0.29398912,0.5644915,0.11948365,0.15525773,transport,0.23497659
379,dendritic cell antigen processing and presentation,2.02899060529219,GO:0002468,0.12827617,0.114882156,0.040211007,0.09195045,0.20705351,0.3377483,0.42188692,0.13274361,0.26698327,0.2399161,0.24734557,0.28534678,0.18010435,immune,0.08413863
380,membrane invagination,2.01353645140475,GO:0010324,0.13239849,0.18230179,0.20603687,-0.0012117494,0.23576272,0.13568099,0.10396374,0.061844382,0.2085107,0.16341218,0.54430187,0.27227512,0.22837801,transport,0.27202675
381,negative regulation of programmed cell death,2.00891207982012,GO:0043069,0.28377944,0.21485963,0.22031301,0.21775772,0.79927784,0.5760706,0.38627234,0.36448383,0.22998166,0.42040074,0.17353773,0.35721505,0.26570365,cell_death,0.22320724
382,regulation of gene expression,1.9977384534803,GO:0010468,0.42194486,0.40208626,0.26191106,0.32806304,0.34174109,0.20588535,0.35041758,0.7985312,0.366413,0.5451815,0.22484607,0.4226815,0.295469,transcription,0.25334966
383,positive regulation of apoptotic process,1.99180646236845,GO:0043065,0.32171476,0.26398885,0.26228425,0.2696465,0.5431001,0.3022196,0.2560689,0.3606609,0.2679608,0.41228327,0.24258082,0.29581702,0.2170977,cell_death,0.13081685
384,acute inflammatory response,1.97357293159207,GO:0002526,0.066327065,0.13118742,0.09661841,0.20792234,0.20086145,0.33792365,0.57820797,-0.003819557,0.09056901,0.17426255,0.068568155,0.09761365,0.049206845,immune,0.24028432
385,negative regulation of developmental process,1.95239910815998,GO:0051093,0.18213303,0.13047922,0.13597581,0.10746611,0.24003199,0.079036556,0.178146,0.37565863,0.18438123,0.32516494,0.13474429,0.43077135,0.4798471,neuronal,0.049075752
386,negative regulation of signal transduction,1.91423360289243,GO:0009968,0.27922523,0.24758507,0.19986498,0.18694994,0.29799148,0.17117175,0.23284282,0.46311408,0.24335262,0.536853,0.23064269,0.14720526,0.32007676,signaling,0.07373893
387,leukocyte aggregation,1.90682663109076,GO:0070486,0.11639606,0.12961116,0.07998333,0.10499872,0.23585612,0.40927798,0.43646026,0.06766859,0.10474341,0.123928614,0.27649176,0.32751787,0.09358134,immune,0.027182281
388,positive regulation of tumor necrosis factor production,1.90623050679314,GO:0032760,0.26718345,0.3056261,0.19692275,0.29615784,0.4769658,0.42533574,0.45526803,0.3260321,0.21835177,0.32641745,0.14310291,0.18266319,0.13166922,cell_death,0.02169779
389,exocytosis,1.88740495640159,GO:0006887,0.14977048,0.07999873,0.10326582,0.09774974,0.2962408,0.1536251,0.13538298,0.08526214,0.17707913,0.17353895,0.2660019,0.3020327,0.20166439,development_structure,0.0057919025
390,positive regulation of programmed cell death,1.84720396489899,GO:0043068,0.28618494,0.23753609,0.23920168,0.23073287,0.81844735,0.5937326,0.42613488,0.39796916,0.26198247,0.47139534,0.1778707,0.38227862,0.2670341,cell_death,0.22471476
391,positive regulation of tumor necrosis factor superfamily cytokine production,1.84061385571637,GO:1903557,0.21825334,0.25520688,0.19285491,0.26611075,0.47936374,0.49117863,0.5821136,0.32659027,0.20934746,0.3765124,0.15549165,0.20040639,0.09320146,immune,0.09093499
392,positive regulation of vasculature development,1.83981196951506,GO:1904018,0.1861981,0.2417904,0.17510831,0.16262604,0.25314116,0.18848348,0.36229187,0.2508711,0.14303671,0.30918217,0.19740137,0.43200696,0.42686486,development_structure,0.0051420927
393,regulation of lipid metabolic process,1.82984608470345,GO:0019216,0.65612274,0.8321239,0.47360817,0.39018017,0.30837405,0.13869692,0.24425365,0.457625,0.2735867,0.40747607,0.35340366,0.27336454,0.1986681,lipid_metabolism,0.17600113
394,regulation of pattern recognition receptor signaling pathway,1.81848541172101,GO:0062207,0.22091626,0.2263004,0.1117757,0.13280879,0.30750605,0.12452303,0.3267488,0.49462682,0.21464396,0.59890467,0.20183107,0.30927563,0.30014306,signaling,0.10427785
395,regulation of B cell mediated immunity,1.79092868311239,GO:0002712,0.16017115,0.1713632,0.10109547,0.1499956,0.32172793,0.46382248,0.5577831,0.28021312,0.23790768,0.3299317,0.17147362,0.22960481,0.07557734,immune,0.09396064
396,inflammatory response to antigenic stimulus,1.79092868311239,GO:0002437,0.11879766,0.1433413,0.059814192,0.15640777,0.22459275,0.37641385,0.6359102,0.1312975,0.17176104,0.34269404,0.2210232,0.18800634,0.14960787,immune,0.25949636
397,cellular response to macrophage colony-stimulating factor stimulus,1.79092868311239,GO:0036006,0.20374553,0.18771614,0.14802483,0.14254227,0.34915423,0.33782074,0.51198345,0.26676148,0.13782197,0.44310385,0.22384024,0.36086544,0.25136214,immune,0.068879604
398,regulation of immunoglobulin mediated immune response,1.79092868311239,GO:0002889,0.16681112,0.15277392,0.120850116,0.18322498,0.2635839,0.40981603,0.5856862,0.36244258,0.27651018,0.42161518,0.1899643,0.21924208,0.12342648,immune,0.16407102
399,negative regulation of tumor necrosis factor superfamily cytokine production,1.79092868311239,GO:1903556,0.20280072,0.22351581,0.1788637,0.24744394,0.46743202,0.4751873,0.5454076,0.28426448,0.17767823,0.3318209,0.15405999,0.17883508,0.077841155,immune,0.07022029
400,response to macrophage colony-stimulating factor,1.74889513343516,GO:0036005,0.15364024,0.15938643,0.111511916,0.13973078,0.29812863,0.32848126,0.48926786,0.25018087,0.13954425,0.3156799,0.16095245,0.28048807,0.12884645,immune,0.1607866
401,positive regulation of proteolysis,1.74889513343516,GO:0045862,0.4194777,0.34236246,0.31732458,0.26854193,0.31834117,0.21077284,0.21721497,0.3365432,0.2979637,0.3327398,0.3015691,0.1970109,0.19967803,metabolism,0.07711524
402,positive regulation of apoptotic cell clearance,1.74464169954934,GO:2000427,0.2703159,0.23732296,0.2471899,0.23497763,0.5896099,0.36907926,0.3580763,0.35599032,0.19928092,0.43542272,0.24717759,0.3789425,0.13431832,cell_death,0.1541872
403,antigen processing and presentation via MHC class Ib,1.74464169954934,GO:0002475,0.0671843,0.06536886,0.0055383984,0.083519936,0.14007072,0.29395145,0.34592476,0.10036418,0.28386813,0.14409393,0.13833885,0.10907673,-0.005699194,immune,0.051973313
404,zymogen activation,1.74431417516304,GO:0031638,0.20077598,0.1992583,0.14809287,0.22102827,0.28425437,0.32082838,0.46366164,0.26687115,0.25671425,0.3613789,0.15181997,0.29508996,0.31516814,immune,0.10228273
405,detection of biotic stimulus,1.74431417516304,GO:0009595,0.16230772,0.011009242,0.080963746,0.075316444,0.12725967,0.04102479,0.059684876,0.14113785,0.05989962,0.2572124,0.09374061,0.14656919,0.20107023,signaling,0.056142166
406,osteoblast differentiation,1.69102118151084,GO:0001649,0.12338007,0.07864416,0.07250487,0.11179757,0.13404343,0.04882061,0.108704984,0.16199882,0.19633335,0.13463065,0.13389291,0.41156447,0.24662176,development_structure,0.16494271
407,Fc receptor signaling pathway,1.68672411561231,GO:0038093,0.17192659,0.1899206,0.08311217,0.16980377,0.32267666,0.19099769,0.3728701,0.37102038,0.28698277,0.5543718,0.25740832,0.2679451,0.24005789,signaling,0.18150169
408,regulation of humoral immune response,1.6841318770449,GO:0002920,0.14795095,0.1774306,0.09324623,0.19265428,0.248532,0.4061024,0.7004234,0.31411362,0.22671944,0.36715955,0.1351824,0.2581575,0.12413804,immune,0.29432103
409,positive regulation of T cell migration,1.6841318770449,GO:2000406,0.22062743,0.20222922,0.20316117,0.14411376,0.37382275,0.3874352,0.45612139,0.31975377,0.29022515,0.38728368,0.41599143,0.36859447,0.21669447,immune,0.04012996
410,cellular process,1.6836640254798,GO:0009987,0.46549767,0.28446567,0.3578776,0.19609646,0.4758011,0.3156549,0.20466296,0.22252877,0.30892605,0.38665503,0.44853038,0.49728668,0.3132383,development_structure,0.021485567
411,regulation of protein metabolic process,1.65729434695231,GO:0051246,0.6936995,0.5513587,0.48178282,0.3949535,0.3225668,0.16658956,0.20993131,0.52335775,0.48409095,0.45491564,0.31614077,0.24452403,0.21262708,metabolism,0.14234078
412,positive regulation of apoptotic signaling pathway,1.62361538466129,GO:2001235,0.27795196,0.27040708,0.25521135,0.27319562,0.55763626,0.30451962,0.37226632,0.42469257,0.26223147,0.5623113,0.20641206,0.27958685,0.19689557,signaling,0.0046750307
413,negative regulation of leukocyte activation,1.61321566420025,GO:0002695,0.1979163,0.22249652,0.15829507,0.223797,0.3869535,0.49822038,0.6125527,0.31807765,0.15287274,0.35755324,0.2860143,0.3399973,0.21429995,immune,0.11433232
414,positive regulation of phagocytosis,1.58814332199883,GO:0050766,0.24187148,0.3316255,0.17415348,0.27569252,0.49684456,0.49759895,0.59691316,0.2613541,0.22757989,0.4730381,0.3046006,0.31145522,0.16473107,immune,0.09931421
415,positive regulation of humoral immune response,1.58683453200318,GO:0002922,0.11576295,0.15280929,0.10067546,0.18767658,0.26075032,0.3959575,0.6682862,0.29582033,0.20745373,0.37573984,0.109398454,0.22852972,0.14226857,immune,0.2723287
416,regulation of endocytosis,1.57609326214651,GO:0030100,0.2940663,0.26452488,0.14911722,0.17130032,0.41049773,0.31052637,0.31647968,0.3279545,0.2752294,0.34950358,0.3085724,0.36127645,0.26489133,cell_death,0.049221277
417,regulation of interleukin-8 production,1.54968247288239,GO:0032677,0.29680187,0.31330103,0.20996824,0.28433076,0.31529063,0.3409565,0.55438966,0.3566045,0.24611047,0.30213514,0.1488176,0.2560668,0.14582418,immune,0.19778517
418,interleukin-8 production,1.54968247288239,GO:0032637,0.2545393,0.25988087,0.17699172,0.251175,0.2669183,0.32752758,0.49207246,0.20306507,0.24092564,0.18141688,0.12952465,0.20645933,0.09925126,immune,0.16454488
419,regulation of apoptotic cell clearance,1.50422137686413,GO:2000425,0.31162548,0.268638,0.24502496,0.2507604,0.5909879,0.3640358,0.34433764,0.3624395,0.19993761,0.4126767,0.24812865,0.41181922,0.122772396,cell_death,0.17831123
420,positive regulation of microglial cell activation,1.50422137686413,GO:1903980,0.17084357,0.26059848,0.23188895,0.23671967,0.3758,0.30903828,0.53525555,0.3074096,0.12486368,0.4536379,0.23770933,0.2816653,0.40951395,immune,0.08161765
421,negative regulation of plasminogen activation,1.50422137686413,GO:0010757,0.22777362,0.27247033,0.21193993,0.24700278,0.34736106,0.21210259,0.3782375,0.36916915,0.22903377,0.44214475,0.21904057,0.2669103,0.28358686,signaling,0.063907266
422,positive regulation of hypersensitivity,1.50422137686413,GO:0002885,0.10450302,0.08591731,0.06262324,0.1845949,0.28319314,0.35043162,0.4363026,0.29227903,0.11363824,0.33159372,0.17850186,0.19651967,0.17077416,immune,0.08587098
423,negative regulation of cell-cell adhesion,1.49657578327958,GO:0022408,0.16349451,0.13719109,0.10694956,0.14247175,0.41901132,0.3347823,0.4181639,0.27808756,0.1617896,0.3406393,0.39297077,0.58663803,0.31675988,development_structure,0.16762671
424,positive regulation of MAPK cascade,1.47760296212319,GO:0043410,0.22457328,0.26923203,0.2373563,0.18051313,0.353705,0.23588666,0.36021012,0.42187393,0.2724517,0.56605995,0.24939178,0.24236211,0.26945245,signaling,0.14418602
425,cellular response to nitrogen compound,1.47366160652496,GO:1901699,0.46325547,0.2384742,0.31786823,0.33013546,0.2820511,0.20168385,0.25735173,0.2160312,0.2516117,0.2910559,0.27303284,0.2727346,0.2590977,metabolism,0.13312
426,regulation of natural killer cell mediated cytotoxicity,1.46027623440675,GO:0042269,0.2533625,0.19854328,0.13854857,0.24433695,0.5453195,0.7717124,0.4991284,0.25449675,0.2116396,0.33192995,0.110402666,0.30064422,0.094377175,cell_killing,0.22639292
427,production of molecular mediator of immune response,1.45528425581502,GO:0002440,0.35064185,0.25796196,0.20799586,0.2690215,0.34726995,0.48514327,0.6577674,0.34190142,0.39526385,0.40006202,0.28128496,0.30849558,0.16738448,immune,0.17262414
428,defense response to virus,1.44524100769788,GO:0051607,0.022767361,0.0056711426,0.010466802,-0.009034297,0.15866724,0.22094333,0.34412122,0.18390647,0.20747688,0.18391925,0.13252738,0.08031381,0.03530766,immune,0.123177886
429,regulation of anatomical structure morphogenesis,1.43860257850883,GO:0022603,0.22531475,0.24307129,0.19310257,0.11985703,0.23035327,0.011499019,0.17585954,0.38342893,0.34654593,0.43576086,0.23105738,0.5347517,0.4991083,development_structure,0.0356434
430,toll-like receptor signaling pathway,1.43810512274581,GO:0002224,0.1442051,0.21764594,0.152971,0.20031495,0.3710734,0.33996564,0.52369535,0.24707279,0.2167879,0.4674636,0.23398486,0.22606254,0.16676167,immune,0.056231737
431,regulation of leukocyte proliferation,1.4070196251771,GO:0070663,0.22236702,0.24957088,0.14455172,0.23633772,0.3708793,0.5032437,0.58839476,0.2994595,0.15655576,0.29365247,0.26801914,0.38806763,0.19881868,immune,0.08515108
432,intrinsic apoptotic signaling pathway,1.38873361319345,GO:0097193,0.2853127,0.263927,0.17360939,0.21922556,0.5504077,0.2765674,0.3704311,0.31825984,0.26814595,0.50071037,0.24193893,0.3588233,0.2274275,cell_death,0.04969734
433,positive regulation of endocytosis,1.3517160853849,GO:0045807,0.22542419,0.21114892,0.13481066,0.15951388,0.41122055,0.32009903,0.3389179,0.30400336,0.2500631,0.3571955,0.2793579,0.31807607,0.2590648,cell_death,0.054025054
434,regulation of osteoblast differentiation,1.33024784747025,GO:0045667,0.20890442,0.16775465,0.121055886,0.19203237,0.22403644,0.12241629,0.23217113,0.35026413,0.22735368,0.2889557,0.16299997,0.447227,0.28872293,development_structure,0.09696287
435,leukocyte migration involved in inflammatory response,1.31931821793712,GO:0002523,0.15679443,0.2003318,0.15164712,0.21096255,0.2565626,0.40880236,0.66995883,0.07831667,0.1560741,0.2123042,0.38738722,0.25547683,0.10945202,immune,0.26115647
436,plasminogen activation,1.31931821793712,GO:0031639,0.19119394,0.23829174,0.16558847,0.20662591,0.28869385,0.19636682,0.3542705,0.27671814,0.24754749,0.36118957,0.20173103,0.27044606,0.25639427,signaling,0.006919086
437,protein maturation,1.31744842227369,GO:0051604,0.2496776,0.20669778,0.15434445,0.115108006,0.20016819,0.067574844,0.21996452,0.2249096,0.46316093,0.23795736,0.2784653,0.36633134,0.33763063,translation,0.09682959
438,regulation of regulated secretory pathway,1.31617623885572,GO:1903305,0.3879699,0.3995083,0.3194607,0.24904346,0.345259,0.19717726,0.33044052,0.54232943,0.31196016,0.59855527,0.42866355,0.3491444,0.31423774,signaling,0.056225836
439,regulation of calcium ion transport,1.31201183281761,GO:0051924,0.3188301,0.3137414,0.3349846,0.19664031,0.19214141,0.1309364,0.2139644,0.27058643,0.23192671,0.3821421,0.60454065,0.2255339,0.22996087,transport,0.22239855
440,regulation of establishment of protein localization,1.30547430655071,GO:0070201,0.30273438,0.2572917,0.14027436,0.122247875,0.23661336,0.13319543,0.27298212,0.4417895,0.51073545,0.39893302,0.38877702,0.38127905,0.32286036,translation,0.068945944
441,actin filament-based process,1.3039928359025,GO:0030029,0.17055646,0.08479375,0.08701564,0.09239251,0.2204711,0.09233886,0.04363677,0.16959023,0.23436438,0.14110571,0.26130843,0.32383698,0.24066173,development_structure,0.06252855
442,positive regulation of acute inflammatory response to antigenic stimulus,1.30271813899033,GO:0002866,0.072440684,0.1303076,0.07126654,0.14097524,0.2775324,0.39768422,0.6226075,0.17442027,0.16472575,0.34946442,0.13664964,0.1526775,0.15850362,immune,0.22492331
443,antigen processing and presentation of endogenous peptide antigen via MHC class I,1.30271813899033,GO:0019885,0.10896388,0.10001293,-0.045308545,0.038302835,0.13052504,0.29494137,0.3307219,0.06929371,0.32291454,0.12899095,0.12947172,0.09465101,0.016488003,immune,0.007807374
